entry_ts_jst	entry_price	hold_sec	exit_price	pnl	dir	reason
2024-01-04T11:23:00+09:00	33215.0	3600	33195.0	0.0	SHORT	HORIZON
2024-01-04T19:31:00+09:00	33240.0	3600	33240.0	-20.0	SHORT	HORIZON
2024-01-05T00:00:00+09:00	33275.0	5400	33307.2	-52.2	SHORT	SL
2024-01-05T03:34:00+09:00	33255.0	3600	33250.0	-15.0	SHORT	HORIZON
2024-01-05T07:48:00+09:00	33215.0	3600	33450.0	-255.0	SHORT	HORIZON
2024-01-05T13:46:00+09:00	33295.0	1800	33287.6	-27.4	LONG	SL
2024-01-05T22:20:00+09:00	33540.0	840	33554.6	-34.6	SHORT	SL
2024-01-09T13:52:00+09:00	33425.0	780	33414.7	-30.3	LONG	SL
2024-01-09T23:39:00+09:00	33770.0	6660	33657.9	92.1	SHORT	TP
2024-01-10T07:44:00+09:00	33350.0	1260	33439.5	69.5	LONG	TP
2024-01-10T17:46:00+09:00	33885.0	900	33963.3	58.3	LONG	TP
2024-01-10T23:49:00+09:00	34515.0	6060	34407.8	87.2	SHORT	TP
2024-01-11T13:40:00+09:00	34840.0	2040	34837.9	-22.1	LONG	SL
2024-01-12T01:50:00+09:00	34495.0	3600	34675.0	160.0	LONG	HORIZON
2024-01-12T06:05:00+09:00	34720.0	3600	34785.0	45.0	LONG	HORIZON
2024-01-12T17:46:00+09:00	35235.0	780	35325.4	70.4	LONG	TP
2024-01-13T00:01:00+09:00	35610.0	360	35625.2	-35.2	SHORT	SL
2024-01-15T13:03:00+09:00	35640.0	900	35635.4	-24.6	LONG	SL
2024-01-15T20:59:00+09:00	35940.0	1440	35931.0	-29.0	LONG	SL
2024-01-16T03:27:00+09:00	35545.0	3720	35595.0	30.0	LONG	HORIZON
2024-01-16T18:02:00+09:00	35845.0	540	35813.8	-51.2	LONG	SL
2024-01-16T23:48:00+09:00	35670.0	6120	35791.7	101.7	LONG	TP
2024-01-17T14:04:00+09:00	35830.0	900	35842.2	-32.2	SHORT	SL
2024-01-18T17:47:00+09:00	35450.0	1500	35544.7	74.7	LONG	TP
2024-01-18T23:43:00+09:00	35440.0	6660	35475.0	15.0	LONG	HORIZON
2024-01-19T17:46:00+09:00	36055.0	900	36142.3	67.3	LONG	TP
2024-01-19T23:39:00+09:00	35950.0	600	35938.1	-31.9	LONG	SL
2024-01-22T12:13:00+09:00	36190.0	3060	36279.9	69.9	LONG	TP
2024-01-22T19:43:00+09:00	36370.0	960	36346.2	-43.8	LONG	SL
2024-01-23T01:41:00+09:00	35995.0	1200	35962.5	-52.5	LONG	SL
2024-01-23T14:49:00+09:00	36660.0	10860	36610.0	30.0	SHORT	HORIZON
2024-01-23T19:58:00+09:00	36855.0	420	36868.2	-33.2	SHORT	SL
2024-01-24T03:13:00+09:00	36645.0	480	36652.4	-27.4	SHORT	SL
2024-01-24T12:21:00+09:00	36480.0	1620	36484.1	-24.1	SHORT	SL
2024-01-24T21:31:00+09:00	36290.0	3600	36180.0	-130.0	LONG	HORIZON
2024-01-25T14:37:00+09:00	36300.0	11280	36218.2	61.8	SHORT	TP
2024-01-25T23:42:00+09:00	36270.0	540	36255.7	-34.3	LONG	SL
2024-01-26T23:53:00+09:00	35770.0	5820	35924.3	134.3	LONG	TP
2024-01-29T17:49:00+09:00	35805.0	1500	35920.5	95.5	LONG	TP
2024-01-29T23:33:00+09:00	36030.0	1620	36050.6	-40.6	SHORT	SL
2024-01-30T17:49:00+09:00	36180.0	720	36162.0	-38.0	LONG	SL
2024-01-30T23:35:00+09:00	36120.0	1260	36037.6	62.4	SHORT	TP
2024-01-31T14:20:00+09:00	35960.0	2040	35954.4	-25.6	LONG	SL
2024-02-01T00:00:00+09:00	36285.0	5400	36156.7	108.3	SHORT	TP
2024-02-01T13:01:00+09:00	35945.0	360	35933.0	-32.0	LONG	SL
2024-02-01T21:11:00+09:00	35980.0	1260	35993.2	-33.2	SHORT	SL
2024-02-02T12:39:00+09:00	36035.0	4080	36145.0	90.0	LONG	HORIZON
2024-02-02T22:17:00+09:00	36270.0	3600	36235.0	15.0	SHORT	HORIZON
2024-02-05T12:26:00+09:00	36365.0	3900	36385.0	0.0	LONG	HORIZON
2024-02-05T20:04:00+09:00	36365.0	3600	36425.0	40.0	LONG	HORIZON
2024-02-06T05:31:00+09:00	36165.0	3360	36171.9	-26.9	SHORT	SL
2024-02-06T13:33:00+09:00	36390.0	2520	36329.6	40.4	SHORT	TP
2024-02-06T23:51:00+09:00	36180.0	5940	36302.9	102.9	LONG	TP
2024-02-07T13:06:00+09:00	35910.0	3660	35965.0	35.0	LONG	HORIZON
2024-02-07T21:10:00+09:00	36105.0	360	36093.5	-31.5	LONG	SL
2024-02-08T14:17:00+09:00	36295.0	12480	36347.4	32.4	LONG	TP
2024-02-08T23:31:00+09:00	36925.0	1860	36944.8	-39.8	SHORT	SL
2024-02-09T18:45:00+09:00	37265.0	3600	37065.0	180.0	SHORT	HORIZON
2024-02-09T22:56:00+09:00	36985.0	480	36956.6	-48.4	LONG	SL
2024-02-13T12:40:00+09:00	37455.0	3600	37435.0	-40.0	LONG	HORIZON
2024-02-13T20:52:00+09:00	37215.0	3600	37855.0	620.0	LONG	HORIZON
2024-02-14T02:17:00+09:00	37045.0	3600	37075.0	10.0	LONG	HORIZON
2024-02-14T11:43:00+09:00	37820.0	3600	37725.0	-115.0	LONG	HORIZON
2024-02-14T18:46:00+09:00	37725.0	1800	37693.0	-52.0	LONG	SL
2024-02-14T23:46:00+09:00	37790.0	6240	37959.8	149.8	LONG	TP
2024-02-16T14:07:00+09:00	38535.0	900	38522.3	-32.7	LONG	SL
2024-02-16T23:51:00+09:00	38520.0	1140	38561.5	-61.5	SHORT	SL
2024-02-17T07:21:00+09:00	38225.0	1020	38303.6	58.6	LONG	TP
2024-02-19T11:49:00+09:00	38530.0	3600	38510.0	-40.0	LONG	HORIZON
2024-02-19T18:57:00+09:00	38455.0	3600	38360.0	-115.0	LONG	HORIZON
2024-02-19T23:14:00+09:00	38445.0	8160	38571.3	106.3	LONG	TP
2024-02-20T14:32:00+09:00	38535.0	11580	38529.0	-26.0	LONG	SL
2024-02-20T23:37:00+09:00	38330.0	7020	38445.0	95.0	LONG	HORIZON
2024-02-21T18:46:00+09:00	38195.0	3600	38300.0	85.0	LONG	HORIZON
2024-02-22T11:31:00+09:00	38345.0	780	38326.4	-38.6	LONG	SL
2024-02-23T06:32:00+09:00	38325.0	3600	38310.0	-35.0	LONG	HORIZON
2024-02-26T13:00:00+09:00	39510.0	3600	39390.0	100.0	SHORT	HORIZON
2024-02-26T20:58:00+09:00	39440.0	3600	39305.0	-155.0	LONG	HORIZON
2024-02-27T07:58:00+09:00	39505.0	3600	39270.0	215.0	SHORT	HORIZON
2024-02-27T12:02:00+09:00	39425.0	360	39440.7	-35.7	SHORT	SL
2024-02-27T18:31:00+09:00	39285.0	3600	39335.0	30.0	LONG	HORIZON
2024-02-27T22:47:00+09:00	39160.0	3600	39170.0	-10.0	LONG	HORIZON
2024-02-28T17:46:00+09:00	39245.0	600	39237.8	-27.2	LONG	SL
2024-02-28T23:36:00+09:00	39225.0	7080	39255.0	10.0	LONG	HORIZON
2024-02-29T13:06:00+09:00	39115.0	1500	39041.4	53.6	SHORT	TP
2024-02-29T23:44:00+09:00	39245.0	6600	39160.0	65.0	SHORT	HORIZON
2024-03-01T11:09:00+09:00	39115.0	3600	39185.0	50.0	LONG	HORIZON
2024-03-01T17:49:00+09:00	39325.0	420	39309.4	-35.6	LONG	SL
2024-03-01T22:30:00+09:00	39900.0	3600	39945.0	-65.0	SHORT	HORIZON
2024-03-02T05:02:00+09:00	39090.0	3600	39130.0	20.0	LONG	HORIZON
2024-03-04T14:19:00+09:00	40240.0	12360	40255.1	-35.1	SHORT	SL
2024-03-04T23:33:00+09:00	40045.0	7260	40070.0	5.0	LONG	HORIZON
2024-03-06T13:55:00+09:00	39745.0	1200	39725.4	-39.6	LONG	SL
2024-03-07T12:48:00+09:00	40455.0	1140	40471.4	-36.4	SHORT	SL
2024-03-07T20:11:00+09:00	39730.0	3600	39750.0	0.0	LONG	HORIZON
2024-03-08T17:49:00+09:00	39465.0	720	39599.6	114.6	LONG	TP
2024-03-09T00:00:00+09:00	39425.0	5400	39408.4	-36.6	LONG	SL
2024-03-09T07:33:00+09:00	39260.0	3600	39315.0	35.0	LONG	HORIZON
2024-03-12T14:08:00+09:00	38175.0	13020	38276.1	81.1	LONG	TP
2024-03-13T14:22:00+09:00	38830.0	12720	38915.0	-105.0	SHORT	HORIZON
2024-03-14T11:24:00+09:00	38330.0	3780	38380.0	-70.0	SHORT	HORIZON
2024-03-15T02:16:00+09:00	38460.0	3540	38330.9	109.1	SHORT	TP
2024-03-15T07:29:00+09:00	38410.0	1080	38336.5	53.5	SHORT	TP
2024-03-15T12:55:00+09:00	38245.0	3660	38215.0	-50.0	LONG	HORIZON
2024-03-16T07:02:00+09:00	38625.0	1140	38491.3	113.7	SHORT	TP
2024-03-18T12:01:00+09:00	38575.0	1380	38584.6	-29.6	SHORT	SL
2024-03-18T20:01:00+09:00	39365.0	3600	39290.0	55.0	SHORT	HORIZON
2024-03-20T07:33:00+09:00	39425.0	960	39376.5	28.5	SHORT	TP
2024-03-21T11:47:00+09:00	39800.0	3600	39840.0	20.0	LONG	HORIZON
2024-03-21T18:34:00+09:00	40280.0	3600	40060.0	-240.0	LONG	HORIZON
2024-03-21T23:39:00+09:00	40560.0	6840	39505.0	1035.0	SHORT	HORIZON
2024-03-22T03:46:00+09:00	39610.0	3600	40105.0	475.0	LONG	HORIZON
2024-03-22T14:16:00+09:00	40765.0	13440	40755.0	-30.0	LONG	SL
2024-03-22T20:41:00+09:00	40570.0	1080	40550.6	-39.4	LONG	SL
2024-03-25T18:24:00+09:00	40580.0	540	40607.6	-47.6	SHORT	SL
2024-03-25T23:36:00+09:00	40340.0	6840	40457.3	97.3	LONG	TP
2024-03-26T17:46:00+09:00	40165.0	960	40102.2	42.8	SHORT	TP
2024-03-26T22:31:00+09:00	40185.0	780	40210.7	-45.7	SHORT	SL
2024-03-27T13:51:00+09:00	40335.0	14220	40325.0	-30.0	LONG	HORIZON
2024-03-28T00:00:00+09:00	40520.0	5640	40220.0	-320.0	LONG	HORIZON
2024-03-28T13:29:00+09:00	40395.0	480	40401.3	-26.3	SHORT	SL
2024-03-29T01:31:00+09:00	40375.0	2940	40401.9	-46.9	SHORT	SL
2024-03-29T14:00:00+09:00	40340.0	13680	40349.3	-29.3	SHORT	SL
2024-04-01T18:12:00+09:00	40605.0	1380	40411.4	173.6	SHORT	TP
2024-04-01T23:17:00+09:00	39855.0	8280	40500.0	-665.0	SHORT	HORIZON
2024-04-02T17:49:00+09:00	39910.0	360	39922.5	-32.5	SHORT	SL
2024-04-02T23:51:00+09:00	39840.0	6240	39920.0	60.0	LONG	HORIZON
2024-04-03T17:46:00+09:00	39580.0	900	39485.7	74.3	SHORT	TP
2024-04-03T23:39:00+09:00	39470.0	420	39452.6	-37.4	LONG	SL
2024-04-04T13:39:00+09:00	40010.0	4380	40000.0	-30.0	LONG	HORIZON
2024-04-04T22:25:00+09:00	40085.0	360	40071.3	-33.7	LONG	SL
2024-04-05T06:31:00+09:00	39595.0	960	39587.9	-27.1	LONG	SL
2024-04-05T13:01:00+09:00	39210.0	1920	39171.8	-58.2	LONG	SL
2024-04-05T23:52:00+09:00	38975.0	840	38951.6	-43.4	LONG	SL
2024-04-06T06:37:00+09:00	39900.0	720	39906.3	-26.3	SHORT	SL
2024-04-08T12:33:00+09:00	39300.0	3600	39310.0	-30.0	SHORT	HORIZON
2024-04-08T21:17:00+09:00	39450.0	3600	39315.0	-155.0	LONG	HORIZON
2024-04-09T07:11:00+09:00	39075.0	3600	39095.0	0.0	LONG	HORIZON
2024-04-10T18:06:00+09:00	39630.0	3600	39665.0	-55.0	SHORT	HORIZON
2024-04-10T23:20:00+09:00	39635.0	1500	39545.6	69.4	SHORT	TP
2024-04-11T05:39:00+09:00	39580.0	3600	39650.0	-90.0	SHORT	HORIZON
2024-04-11T12:47:00+09:00	39135.0	3600	39190.0	35.0	LONG	HORIZON
2024-04-13T07:34:00+09:00	39435.0	3600	39105.0	-350.0	LONG	HORIZON
2024-04-15T11:31:00+09:00	38815.0	3600	38860.0	25.0	LONG	HORIZON
2024-04-15T19:30:00+09:00	39025.0	3600	39120.0	-115.0	SHORT	HORIZON
2024-04-16T02:36:00+09:00	39460.0	420	39454.5	-25.5	LONG	SL
2024-04-16T07:01:00+09:00	39035.0	3600	39025.0	-30.0	LONG	HORIZON
2024-04-16T11:19:00+09:00	38985.0	660	38829.2	135.8	SHORT	TP
2024-04-16T21:31:00+09:00	38375.0	720	38354.5	-40.5	LONG	SL
2024-04-17T07:01:00+09:00	39390.0	780	39408.5	-38.5	SHORT	SL
2024-04-17T14:46:00+09:00	38490.0	10740	38499.0	-29.0	SHORT	SL
2024-04-17T19:01:00+09:00	38230.0	2040	38201.0	-49.0	LONG	SL
2024-04-17T23:51:00+09:00	38115.0	5940	38326.1	191.1	LONG	TP
2024-04-18T06:47:00+09:00	38580.0	540	38589.8	-29.8	SHORT	SL
2024-04-19T12:35:00+09:00	37735.0	3660	37820.0	-105.0	SHORT	HORIZON
2024-04-20T05:10:00+09:00	38115.0	3300	38019.4	75.6	SHORT	TP
2024-04-22T12:47:00+09:00	37040.0	3600	37025.0	-35.0	LONG	HORIZON
2024-04-22T21:27:00+09:00	37345.0	2040	37197.0	128.0	SHORT	TP
2024-04-23T03:27:00+09:00	37390.0	420	37422.3	-52.3	SHORT	SL
2024-04-23T07:29:00+09:00	37485.0	3420	37338.0	127.0	SHORT	TP
2024-04-23T17:47:00+09:00	37755.0	1680	37669.3	65.7	SHORT	TP
2024-04-24T23:31:00+09:00	38425.0	1080	38439.0	-34.0	SHORT	SL
2024-04-25T07:30:00+09:00	37635.0	780	37713.4	58.4	LONG	TP
2024-04-25T22:50:00+09:00	37660.0	1320	37643.5	-36.5	LONG	SL
2024-04-26T12:41:00+09:00	37595.0	720	37582.5	-32.5	LONG	SL
2024-04-26T20:01:00+09:00	37795.0	1620	37778.3	-36.7	LONG	SL
2024-04-27T04:59:00+09:00	37660.0	1020	37667.2	-27.2	SHORT	SL
2024-04-30T13:01:00+09:00	38250.0	360	38202.2	-67.8	LONG	SL
2024-05-01T02:02:00+09:00	37770.0	3600	38360.0	570.0	LONG	HORIZON
2024-05-01T06:32:00+09:00	38040.0	3600	37900.0	-160.0	LONG	HORIZON
2024-05-01T18:00:00+09:00	38055.0	540	38183.9	108.9	LONG	TP
2024-05-02T00:00:00+09:00	38245.0	5400	38378.4	113.4	LONG	TP
2024-05-02T23:31:00+09:00	38260.0	840	38277.7	-37.7	SHORT	SL
2024-05-03T07:11:00+09:00	38200.0	1800	38129.0	51.0	SHORT	TP
2024-05-07T12:08:00+09:00	37835.0	3600	37890.0	35.0	LONG	HORIZON
2024-05-08T07:32:00+09:00	38090.0	3600	37970.0	-140.0	LONG	HORIZON
2024-05-08T12:33:00+09:00	38675.0	540	38686.8	-31.8	SHORT	SL
2024-05-08T21:27:00+09:00	38255.0	3600	38255.0	-20.0	LONG	HORIZON
2024-05-09T07:06:00+09:00	38750.0	480	38685.5	44.5	SHORT	TP
2024-05-09T18:01:00+09:00	38280.0	420	38159.2	100.8	SHORT	TP
2024-05-09T23:12:00+09:00	38255.0	600	38237.9	-37.1	LONG	SL
2024-05-10T07:33:00+09:00	38240.0	1680	38324.7	64.7	LONG	TP
2024-05-10T13:59:00+09:00	38425.0	13740	38485.0	-80.0	SHORT	HORIZON
2024-05-10T21:30:00+09:00	38275.0	3600	38145.0	-150.0	LONG	HORIZON
2024-05-11T03:32:00+09:00	37995.0	3600	38060.0	45.0	LONG	HORIZON
2024-05-11T07:26:00+09:00	38150.0	2760	38263.3	93.3	LONG	TP
2024-05-13T11:03:00+09:00	38160.0	2040	38168.4	-28.4	SHORT	SL
2024-05-13T18:03:00+09:00	38150.0	3600	38130.0	-40.0	LONG	HORIZON
2024-05-13T22:36:00+09:00	38085.0	480	38098.9	-33.9	SHORT	SL
2024-05-14T04:37:00+09:00	38415.0	480	38422.6	-27.6	SHORT	SL
2024-05-14T18:00:00+09:00	38240.0	3600	38360.0	100.0	LONG	HORIZON
2024-05-14T22:01:00+09:00	38180.0	3600	38240.0	40.0	LONG	HORIZON
2024-05-17T12:08:00+09:00	38635.0	420	38616.7	-38.3	LONG	SL
2024-05-18T05:28:00+09:00	38910.0	1140	38921.9	-31.9	SHORT	SL
2024-05-20T17:52:00+09:00	38760.0	840	38876.8	96.8	LONG	TP
2024-05-20T22:45:00+09:00	39150.0	420	39133.6	-36.4	LONG	SL
2024-05-21T07:44:00+09:00	38730.0	840	38716.7	-33.3	LONG	SL
2024-05-21T17:47:00+09:00	39285.0	3600	39260.0	5.0	SHORT	HORIZON
2024-05-21T23:32:00+09:00	39035.0	7320	39075.0	20.0	LONG	HORIZON
2024-05-22T17:46:00+09:00	38920.0	900	38831.2	68.8	SHORT	TP
2024-05-22T23:34:00+09:00	38655.0	1140	38632.9	-42.1	LONG	SL
2024-05-23T14:21:00+09:00	38710.0	480	38693.3	-36.7	LONG	SL
2024-05-24T14:27:00+09:00	38545.0	1680	38537.8	-27.2	LONG	SL
2024-05-24T20:12:00+09:00	38610.0	3600	38685.0	55.0	LONG	HORIZON
2024-05-25T01:57:00+09:00	39125.0	3600	39050.0	-95.0	LONG	HORIZON
2024-05-25T07:00:00+09:00	39165.0	1080	39159.4	-25.6	LONG	SL
2024-05-27T18:31:00+09:00	38710.0	2160	38681.3	-48.7	LONG	SL
2024-05-27T23:45:00+09:00	38840.0	780	38851.2	-31.2	SHORT	SL
2024-05-29T18:02:00+09:00	38900.0	360	38920.0	-40.0	SHORT	SL
2024-05-29T23:32:00+09:00	38595.0	360	38581.6	-33.4	LONG	SL
2024-05-30T19:36:00+09:00	37855.0	3600	38000.0	125.0	LONG	HORIZON
2024-05-31T05:31:00+09:00	38435.0	840	38446.0	-31.0	SHORT	SL
2024-05-31T17:53:00+09:00	38135.0	480	38163.4	-48.4	SHORT	SL
2024-05-31T22:27:00+09:00	38415.0	2100	38439.1	-44.1	SHORT	SL
2024-06-01T07:38:00+09:00	38220.0	3600	38175.0	25.0	SHORT	HORIZON
2024-06-04T00:01:00+09:00	38955.0	5340	38799.8	135.2	SHORT	TP
2024-06-04T18:48:00+09:00	38680.0	1260	38647.3	-52.7	LONG	SL
2024-06-04T23:52:00+09:00	38765.0	6120	38820.0	35.0	LONG	HORIZON
2024-06-05T17:46:00+09:00	38500.0	720	38509.2	-29.2	SHORT	SL
2024-06-06T18:31:00+09:00	38965.0	480	38934.3	-50.7	LONG	SL
2024-06-07T06:33:00+09:00	38540.0	960	38646.0	86.0	LONG	TP
2024-06-07T12:07:00+09:00	38610.0	1020	38624.6	-34.6	SHORT	SL
2024-06-07T19:11:00+09:00	38655.0	1740	38618.9	-56.1	LONG	SL
2024-06-07T23:45:00+09:00	38635.0	420	38616.1	-38.9	LONG	SL
2024-06-08T06:17:00+09:00	38800.0	2580	38811.7	-31.7	SHORT	SL
2024-06-11T18:02:00+09:00	39130.0	1080	39274.4	124.4	LONG	TP
2024-06-11T23:56:00+09:00	39085.0	5640	38952.7	112.3	SHORT	TP
2024-06-12T07:14:00+09:00	38845.0	600	38829.4	-35.6	LONG	SL
2024-06-13T18:03:00+09:00	39200.0	2100	39016.3	163.7	SHORT	TP
2024-06-14T00:00:00+09:00	38710.0	5400	38839.3	109.3	LONG	TP
